,course_title,is_paid,price,num_reviews,level,subject,year,convertedtime,Bag_Of_Words,Words_Vector
2561,Angular NgRx Store Masterclass - Covers Angular 4,1.0,150,212,2,Web Development,2017,510.0,angular ngrx store masterclass covers 4 web development,0.0
2562,JavaScript the Basics - JavaScript for Beginners,1.0,120,674,1,Web Development,2016,540.0,javascript basics beginners web development,0.0
2563,"Complete E-Commerce Course - Java,Spring,Hibernate and MySQL",1.0,195,165,0,Web Development,2017,1200.0,complete e commerce course java spring hibernate mysql web development,0.13608276348795434
2564,"Learn SVG Animation - With HTML, CSS & Javascript",1.0,65,680,0,Web Development,2016,90.0,learn svg animation html css javascript web development,0.0
2565,"Build a Responsive Website with HTML5, CSS3 and Bootstrap 4",1.0,20,395,0,Web Development,2016,420.0,build responsive website html5 css3 bootstrap 4 web development,0.0
2566,Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,1.0,75,525,0,Web Development,2013,240.0,learn web designing html5 css3 essentials 4 hours web development,0.0
2567,CSS Development (with CSS3!),1.0,20,188,0,Web Development,2012,300.0,css development css3 !) web development,0.0
2568,Angular 2 & TypeScript Beginner Web Development,1.0,200,414,1,Web Development,2016,1170.0,angular 2 typescript beginner web development web development,0.0
2569,The Docker for DevOps course: From development to production,1.0,25,1111,0,Web Development,2015,450.0,docker devops course development production web development,0.13608276348795434
2570,"Beginner Full Stack Web Development: HTML, CSS, React & Node",1.0,200,331,1,Web Development,2017,1530.0,beginner full stack web development html css react node web development,0.0
2571,Learn Angular 2 Development By Building 12 Apps,1.0,50,941,2,Web Development,2016,720.0,learn angular 2 development building 12 apps web development,0.0
2572,"Server API Development in Swift, Kitura, & Bluemix",1.0,200,129,1,Web Development,2017,1230.0,server api development swift kitura bluemix web development,0.0
2573,React VR - Creating Virtual Reality Apps,1.0,80,72,0,Web Development,2017,180.0,react vr creating virtual reality apps web development,0.0
2574,RxJs & Reactive Programming Angular Masterclass - Angular 4,1.0,150,179,0,Web Development,2017,450.0,rxjs reactive programming angular masterclass 4 web development,0.0
2575,"Coding for Entrepreneurs: Learn Python, Django, and More.",1.0,195,799,0,Web Development,2013,2700.0,coding entrepreneurs learn python django web development,0.0
2576,React and Flux Web Development for Beginners,1.0,100,836,1,Web Development,2015,660.0,react flux web development beginners web development,0.0
2577,The Full Stack Web Development,1.0,60,453,1,Web Development,2016,1980.0,full stack web development web development,0.0
2578,Learn Nodejs by building 12 projects,1.0,50,997,0,Web Development,2015,960.0,learn nodejs building 12 projects web development,0.0
2579,How to Make an Online Portfolio Website from Scratch ,0.0,0,232,0,Web Development,2015,1.0,make online portfolio website scratch web development,0.0
2580,How To Make A Web Page With No Code,0.0,0,20,1,Web Development,2017,120.0,make web page code web development,0.0
2581,Spring Framework 4 And Dependency Injection For Beginners,0.0,0,1220,1,Web Development,2015,90.0,spring framework 4 dependency injection beginners web development,0.0
2582,Joomla 3 - The Basics,0.0,0,411,1,Web Development,2014,180.0,joomla 3 basics web development,0.0
2583,jQuery in Action: Build 8 jQuery Projects,1.0,100,89,0,Web Development,2015,660.0,jquery action build 8 projects web development,0.0
2584,Master WordPress Plugins: Shortcodes Ultimate - The Basics,0.0,0,110,0,Web Development,2016,1.0,master wordpress plugins shortcodes ultimate basics web development,0.14433756729740646
2585,ASP.NET C# - Enterprise Web Systems From Novice to Expert,1.0,20,8,0,Web Development,2017,210.0,asp net c enterprise web systems novice expert web development,0.0
2586,Wordpress - Create an Outstanding Website in 2 hours,1.0,30,13,1,Web Development,2015,150.0,wordpress create outstanding website 2 hours web development,0.0
2587,Complete Website & CMS in PHP & MySQL From Scratch!,1.0,20,82,0,Web Development,2014,750.0,complete website cms php mysql scratch web development,0.0
2588,The Complete Web Development Tutorial Using React and Redux,1.0,40,43,2,Web Development,2016,240.0,complete web development tutorial using react redux web development,0.0
2589,Create and Deploy a Web App in 3 Hours,1.0,50,23,1,Web Development,2013,210.0,create deploy web app 3 hours web development,0.0
2590,HTML & CSS From Scratch in 30 Days,1.0,75,64,1,Web Development,2013,690.0,html css scratch 30 days web development,0.0
2591,Getting Started with Craft CMS,1.0,20,31,0,Web Development,2016,120.0,getting started craft cms web development,0.0
2592,JavaScript For Absolute Beginners - Level One,1.0,65,80,0,Web Development,2016,90.0,javascript absolute beginners level one web development,0.0
2593,Effective Personal Website Building and Hosting,1.0,20,0,0,Web Development,2016,1.0,effective personal website building hosting web development,0.0
2594,Web Design for Web Developers: Build Beautiful Websites!,0.0,0,6512,0,Web Development,2015,180.0,web design developers build beautiful websites web development,0.0
2595,"Learn Rails: Quickly Code, Style and Launch 4 Web Apps",1.0,200,21,0,Web Development,2016,180.0,learn rails quickly code style launch 4 web apps web development,0.0
2596,Getting Started with NodeJS for Beginners,1.0,195,75,0,Web Development,2016,1.0,getting started nodejs beginners web development,0.0
2597,Quickstart AngularJS,0.0,0,4047,1,Web Development,2014,90.0,quickstart angularjs web development,0.0
2598,Byte-Sized-Chunks: Cascading Style Sheets (CSS) with HTML,1.0,20,16,0,Web Development,2016,240.0,byte sized chunks cascading style sheets css html web development,0.0
2599,Learn Building Your Own Website Without Coding,1.0,50,7,0,Web Development,2014,120.0,learn building website without coding web development,0.0
2600,Practical Guide to Web Development,1.0,20,16,1,Web Development,2016,120.0,practical guide web development web development,0.0
2601,The Complete HTML5 and CSS3 Course,1.0,40,30,0,Web Development,2016,900.0,complete html5 css3 course web development,0.1666666666666667
2602,HTML & CSS for beginners: Build 3 projects from scratch,1.0,40,139,1,Web Development,2015,240.0,html css beginners build 3 projects scratch web development,0.0
2603,Code a 'Coming Soon' Landing Page in Bootstrap 4,0.0,0,473,0,Web Development,2016,90.0,code coming soon landing page bootstrap 4 web development,0.0
2604,Introduction to Bootstrap 3,1.0,20,79,1,Web Development,2013,150.0,introduction bootstrap 3 web development,0.0
2605,Master ExpressJS to Build Web Apps with NodeJS&JavaScript,1.0,50,56,0,Web Development,2016,210.0,master expressjs build web apps nodejs javascript web development,0.0
2606,Learn XML Crash Course: Discover Essential XML Fundamentals ,1.0,50,111,2,Web Development,2014,120.0,learn xml crash course discover essential fundamentals web development,0.13608276348795434
2607,HTML5 CSS3 JQUERY Single Page Website Project from Scratch,1.0,120,34,0,Web Development,2016,150.0,html5 css3 jquery single page website project scratch web development,0.0
2608,Scrape Websites using PhantomJS and CasperJS,1.0,195,110,2,Web Development,2016,120.0,scrape websites using phantomjs casperjs web development,0.0
2609,Amazon s3 Mastery - THE How-To' Guides For Amazon S3,1.0,95,118,0,Web Development,2015,210.0,amazon s3 mastery guides web development,0.0
2610,HTML and CSS Crash Course for Beginners,1.0,50,46,1,Web Development,2014,270.0,html css crash course beginners web development,0.1543033499620919
2611,EMMET Faster HTML & CSS workflow - Best Tool For Developers ,0.0,0,1097,0,Web Development,2015,1.0,emmet faster html css workflow best tool developers web development,0.0
2612,Introduction to Web Development,1.0,50,35,1,Web Development,2014,270.0,introduction web development web development,0.0
2613,AngularJS For ASP.NET MVC Developers,1.0,50,57,2,Web Development,2015,1.0,angularjs asp net mvc developers web development,0.0
2614,Serverless Workflow Management with AWS Step Functions,0.0,0,173,2,Web Development,2016,1.0,serverless workflow management aws step functions web development,0.0
2615,How to set up a Web Server From Scratch to One Fully Managed,1.0,200,31,0,Web Development,2017,180.0,set web server scratch one fully managed web development,0.0
2616,The Complete PHP MySQL Professional Course with 5 Projects,1.0,200,159,0,Web Development,2017,1170.0,complete php mysql professional course 5 projects web development,0.14433756729740646
2617,Angular Masterclass,1.0,150,359,0,Web Development,2016,390.0,angular masterclass web development,0.0
2618,Become a Professional Web Developer | Version 3.0,1.0,200,276,0,Web Development,2014,3600.0,become professional web developer version 3 0 web development,0.0
2619,Build Incredible Chatbots,1.0,100,253,0,Web Development,2016,690.0,build incredible chatbots web development,0.0
2620,Try Django 1.10 | Create a URL Shortening Service,1.0,50,78,0,Web Development,2016,330.0,try django 1 10 create url shortening service web development,0.0
2621,Projects in CSS,1.0,60,216,0,Web Development,2014,600.0,projects css web development,0.0
2622,Ruby on Rails: Training and Skills to Build Web Applications,1.0,95,219,0,Web Development,2014,420.0,ruby rails training skills build web applications web development,0.0
2623,Learn and Understand React,1.0,30,105,0,Web Development,2017,990.0,learn understand react web development,0.0
2624,Learn Javascript & JQuery From Scratch,1.0,30,2685,0,Web Development,2013,120.0,learn javascript jquery scratch web development,0.0
2625,Learn to use JSON,1.0,150,96,1,Web Development,2016,90.0,learn use json web development,0.0
2626,The Ultimate Web Developer How To Guide,1.0,200,423,0,Web Development,2015,1350.0,ultimate web developer guide web development,0.14433756729740646
2627,"Build A Complete CRUD Application With PHP, MYSQL & JQUERY",1.0,20,94,0,Web Development,2016,810.0,build complete crud application php mysql jquery web development,0.0
2628,jQuery Crash Course: Learn the Essentials of jQuery Fast,1.0,50,142,0,Web Development,2015,120.0,jquery crash course learn essentials fast web development,0.14433756729740646
2629,Drupal Tutorial : Drupal 8 Beginner to Expert in 8 PROJECTS,1.0,200,16,1,Web Development,2017,420.0,drupal tutorial 8 beginner expert projects web development,0.0
2630,The Complete PHP CodeIgniter Course: Beginner To Advanced,1.0,195,212,0,Web Development,2015,240.0,complete php codeigniter course beginner advanced web development,0.14433756729740646
2631,JavaScript For Beginners : Learn JavaScript From Scratch,1.0,195,102,0,Web Development,2017,330.0,javascript beginners learn scratch web development,0.0
2632,"Mastering 'Native CSS Shapes To Build Modern Web Pages""",1.0,195,5,0,Web Development,2017,210.0,mastering native css shapes build modern web pages web development,0.0
2633,WordPress Development For Beginners,1.0,95,210,0,Web Development,2016,120.0,wordpress development beginners web development,0.0
2634,WordPress local server setup and site migration online,1.0,55,43,0,Web Development,2017,1.0,wordpress local server setup site migration online web development,0.0
2635,PHP Fundamentals - Start Earning The Top Dollars You Deserve,1.0,195,81,0,Web Development,2016,90.0,php fundamentals start earning top dollars deserve web development,0.0
2636,Interactive Dynamic JavaScript for beginners DOM,1.0,200,35,1,Web Development,2017,120.0,interactive dynamic javascript beginners dom web development,0.0
2637,Javascript Intermediate level 1 - Mastering the DOM,1.0,100,169,0,Web Development,2016,180.0,javascript intermediate level 1 mastering dom web development,0.0
2638,Sublime Text for Rapid Web Development,1.0,20,69,0,Web Development,2017,1.0,sublime text rapid web development web development,0.0
2639,Servlets and JSPs Tutorial: Learn Web Applications With Java,1.0,35,970,0,Web Development,2012,600.0,servlets jsps tutorial learn web applications java web development,0.0
2640,Projects in PHP and MySQL,1.0,60,570,0,Web Development,2014,1380.0,projects php mysql web development,0.0
2641,PHP OOP: Object Oriented Programming for beginners + Project,1.0,200,901,0,Web Development,2015,1080.0,php oop object oriented programming beginners project web development,0.0
2642,React Redux React-Router: From Beginner to Paid Professional,1.0,20,876,0,Web Development,2016,390.0,react redux router beginner paid professional web development,0.0
2643,Django Core | A Reference Guide to Core Django Concepts,1.0,195,303,2,Web Development,2016,1110.0,django core reference guide concepts web development,0.0
2644,"Angular 2 Complete E-Commerce App Course - Java,Spring,MySQL",1.0,195,129,0,Web Development,2017,1230.0,angular 2 complete e commerce app course java spring mysql web development,0.12909944487358058
2645,"Build An Online Bank With Java, Angular 2, Spring and More",1.0,195,286,1,Web Development,2016,390.0,build online bank java angular 2 spring web development,0.0
2646,The Complete jQuery Course: From Beginner To Advanced!,1.0,195,302,0,Web Development,2016,360.0,complete jquery course beginner advanced web development,0.1543033499620919
2647,Projects in AngularJS - Learn by building 10 Projects,1.0,40,629,0,Web Development,2015,870.0,projects angularjs learn building 10 web development,0.0
2648,The Ultimate Vue JS 2 Developers Course,1.0,195,292,0,Web Development,2016,780.0,ultimate vue js 2 developers course web development,0.3086066999241838
2649,React JS - Build real world JS apps & deploy on cloud,1.0,175,262,0,Web Development,2017,510.0,react js build real world apps deploy cloud web development,0.0
2650,Angular 4 Front To Back,1.0,40,0,0,Web Development,2017,510.0,angular 4 front back web development,0.0
2651,"Modern Web Development with SASS, Gulp, NPM & Web Workflows",1.0,95,62,1,Web Development,2016,300.0,modern web development sass gulp npm workflows web development,0.0
2652,"HTML5, CSS3 And JavaScript Fundamentals 2016",1.0,115,125,0,Web Development,2016,1.0,html5 css3 javascript fundamentals 2016 web development,0.0
2653,"Angular 4 - Concepts, Code and Collective Wisdom",1.0,50,164,2,Web Development,2016,270.0,angular 4 concepts code collective wisdom web development,0.0
2654,Learn E-Commerce Website in PHP & MySQL From Scratch!,0.0,0,1342,0,Web Development,2014,1050.0,learn e commerce website php mysql scratch web development,0.0
2655,JavaScript Game Development: Create Your Own Breakout Game,0.0,0,314,0,Web Development,2016,90.0,javascript game development create breakout web development,0.0
2656,HTML and HTML5 For Beginners 2016,1.0,200,178,0,Web Development,2016,180.0,html html5 beginners 2016 web development,0.0
2657,A Very Complete Introduction To Laravel,1.0,20,114,0,Web Development,2014,360.0,complete introduction laravel web development,0.0
2658,"Learn to code, Become a Web Developer and Master JavaScript!",1.0,200,47,0,Web Development,2015,600.0,learn code become web developer master javascript web development,0.0
2659,Serverless Architecture on Amazon Web Services,0.0,0,978,2,Web Development,2016,33.0,serverless architecture amazon web services web development,0.0
2660,jQuery Essentials: Learn the Fundamental of jQuery,1.0,20,43,0,Web Development,2016,210.0,jquery essentials learn fundamental web development,0.0
2661,Expert Guide : Mastering Functions in JavaScript !,1.0,195,30,0,Web Development,2015,150.0,expert guide mastering functions javascript web development,0.0
2662,Learn Angular 4 from Scratch,0.0,0,522,1,Web Development,2017,90.0,learn angular 4 scratch web development,0.0
2663,Discover HTML Essential guide to HTML how to create webpages,1.0,85,44,1,Web Development,2015,90.0,discover html essential guide create webpages web development,0.0
2664,HTML5 and CSS3 for beginners: Create a Website from Scratch,1.0,200,101,1,Web Development,2017,120.0,html5 css3 beginners create website scratch web development,0.0
2665,Introduction to Web Development,1.0,20,159,1,Web Development,2013,120.0,introduction web development web development,0.0
2666,jQuery Fundamentals Powerful Bootcamp for beginners,1.0,150,63,0,Web Development,2015,180.0,jquery fundamentals powerful bootcamp beginners web development,0.0
2667,The Complete HTML & CSS Course - From Novice To Professional,1.0,195,874,0,Web Development,2015,450.0,complete html css course novice professional web development,0.14433756729740646
2668,JavaScript Basics Web Development Building Blocks,1.0,95,68,1,Web Development,2015,90.0,javascript basics web development building blocks web development,0.0
2669,Bootstrap unleash the power faster & easier web development,1.0,150,88,0,Web Development,2015,330.0,bootstrap unleash power faster easier web development web development,0.0
2670,JavaScript Design Patterns: 20 Patterns for Expert Code,1.0,95,243,3,Web Development,2015,210.0,javascript design patterns 20 expert code web development,0.0
2671,Fix Google's New 'Not Secure' Warning with Let's Encrypt!,1.0,95,24,1,Web Development,2017,1.0,fix google new secure warning let encrypt web development,0.0
2672,JavaScript for Beginners Welcome to learning JavaScript,1.0,50,63,1,Web Development,2016,120.0,javascript beginners welcome learning web development,0.0
2673,Benefits of Thinking Mobile First Future of Website Design,1.0,75,27,1,Web Development,2015,90.0,benefits thinking mobile first future website design web development,0.0
2674,Javascript from Beginner to Advanced Level,1.0,195,160,1,Web Development,2016,390.0,javascript beginner advanced level web development,0.0
2675,AJAX Development,1.0,20,147,0,Web Development,2012,180.0,ajax development web development,0.0
2676,Interaction Design Specialist For Web Developers,1.0,95,37,0,Web Development,2016,120.0,interaction design specialist web developers web development,0.0
2677,PHP Security,1.0,50,147,0,Web Development,2016,150.0,php security web development,0.0
2678,The Bubble Course - Create Complete Web Apps without Coding,1.0,30,220,1,Web Development,2016,270.0,bubble course create complete web apps without coding web development,0.11785113019775795
2679,The Complete HTML5 & CSS3 Course Build Professional Websites,1.0,195,129,0,Web Development,2015,270.0,complete html5 css3 course build professional websites web development,0.13608276348795434
2680,CSS Web Development Crash Course,1.0,20,53,1,Web Development,2016,150.0,css web development crash course web development,0.12309149097933275
2681,Mastering DevOps,1.0,100,118,2,Web Development,2016,360.0,mastering devops web development,0.0
2682,Building Websites Create a fully functional Web contact form,1.0,200,29,1,Web Development,2016,90.0,building websites create fully functional web contact form web development,0.0
2683,Create a Dynamic User Registration Form from scratch,1.0,100,50,1,Web Development,2016,180.0,create dynamic user registration form scratch web development,0.0
2684,A 13 Hour SQL Server 2014 /ASP.NET/CSS/C#/jQuery Course,1.0,35,231,2,Web Development,2014,840.0,13 hour sql server 2014 asp net css c #/ jquery course web development,0.11785113019775795
2685,HTML Workshop,1.0,20,306,0,Web Development,2012,120.0,html workshop web development,0.0
2686,Python for Beginners: Python Programming Language | Tutorial,1.0,150,125,1,Web Development,2015,300.0,python beginners programming language tutorial web development,0.0
2687,Creating Animations using HTML5 Canvas,1.0,25,17,0,Web Development,2016,1.0,creating animations using html5 canvas web development,0.0
2688,Bootstrap 4: Exploring New Features,1.0,75,38,0,Web Development,2016,1.0,bootstrap 4 exploring new features web development,0.0
2689,Bootstrap 3 -> Profitable WordPress Theme Development!,1.0,40,80,0,Web Development,2014,210.0,bootstrap 3 -> profitable wordpress theme development web development,0.0
2690,Intro to Git,1.0,20,291,1,Web Development,2016,1.0,intro git web development,0.0
2691,WordPress Domination #2: Leads & Scarcity,1.0,95,4,1,Web Development,2017,1.0,wordpress domination 2 leads scarcity web development,0.0
2692,Learn How to Manage & Customize  Web Sites By Drupal CMS,1.0,140,9,0,Web Development,2016,150.0,learn manage customize web sites drupal cms web development,0.0
2693,Using Modern JavaScript Today,1.0,50,185,2,Web Development,2016,990.0,using modern javascript today web development,0.0
2694,Up and Running with jQuery,0.0,0,138,0,Web Development,2017,300.0,running jquery web development,0.0
2695,Learn How To Build A Professional Web Site By Using Joomla,1.0,70,22,0,Web Development,2016,240.0,learn build professional web site using joomla web development,0.0
2696,Power up HTML5 with JavaScript,1.0,100,23,1,Web Development,2016,120.0,power html5 javascript web development,0.0
2697,Node Package Manager Course: Build and Publish NPM Modules,1.0,30,8,0,Web Development,2017,390.0,node package manager course build publish npm modules web development,0.12909944487358058
2698,WordPress Look and Feel with Themes,1.0,25,10,1,Web Development,2016,1.0,wordpress look feel themes web development,0.0
2699,PHP with Laravel for beginners - Become a Master in Laravel,1.0,150,1838,0,Web Development,2016,1770.0,php laravel beginners become master web development,0.0
2700,JavaScript 2017: Become Top Rated Web Developer,1.0,115,330,0,Web Development,2017,180.0,javascript 2017 become top rated web developer web development,0.0
2701,The Complete Web Developer Bootcamp - Beginner to Expert,1.0,190,1548,0,Web Development,2015,1290.0,complete web developer bootcamp beginner expert web development,0.0
2702,Full-Stack Web Apps with Meteor and React,1.0,85,531,0,Web Development,2016,1890.0,full stack web apps meteor react web development,0.0
2703,Angular 4: From Theory to Practice & FREE E-Book,1.0,200,622,2,Web Development,2016,930.0,angular 4 theory practice free e book web development,0.0
2704,The Complete Sass & SCSS Course: From Beginner to Advanced,1.0,195,660,0,Web Development,2016,240.0,complete sass scss course beginner advanced web development,0.14433756729740646
2705,Become a Certified Web Developer,1.0,100,1090,0,Web Development,2011,720.0,become certified web developer web development,0.0
2706,Become a Web Developer from Scratch,1.0,120,2408,0,Web Development,2011,1650.0,become web developer scratch web development,0.0
2707,Ultimate Angular 4 (previously Angular 2) with Bootstrap 4,1.0,50,1846,0,Web Development,2016,330.0,ultimate angular 4 previously 2 bootstrap web development,0.1666666666666667
2708,The Ultimate Beginner's Guide to Django,1.0,200,497,1,Web Development,2016,540.0,ultimate beginner guide django web development,0.1666666666666667
2709,React JS - Mastering Redux,1.0,100,116,0,Web Development,2017,300.0,react js mastering redux web development,0.0
2710,Professional Ruby on Rails Developer with Rails 5,1.0,200,214,0,Web Development,2017,1230.0,professional ruby rails developer 5 web development,0.0
2711,"Ruby on Rails 5 - BDD, RSpec and Capybara",1.0,200,193,0,Web Development,2016,870.0,ruby rails 5 bdd rspec capybara web development,0.0
2712,Back to School Web Development and Programming Bundle,1.0,200,117,1,Web Development,2013,2670.0,back school web development programming bundle web development,0.0
2713,Complete ASP NET MVC Web Development - Newbie to Ninja!,1.0,195,627,0,Web Development,2014,540.0,complete asp net mvc web development newbie ninja web development,0.0
2714,The Complete DevOps Engineer Course 2.0 - Java & Kubernetes,1.0,195,105,0,Web Development,2016,840.0,complete devops engineer course 2 0 java kubernetes web development,0.14433756729740646
2715,All about NodeJS,1.0,50,931,0,Web Development,2014,930.0,nodejs web development,0.0
2716,How To Create A Wordpress Website 2016 | NEW Divi Theme 3.0!,1.0,40,383,1,Web Development,2016,330.0,create wordpress website 2016 new divi theme 3 0 web development,0.0
2717,The Complete jQuery Course - From Beginner to Professional!,1.0,200,134,0,Web Development,2016,1350.0,complete jquery course beginner professional web development,0.1543033499620919
2718,Build a complete Fiverr clone with Node + Algolia + Paypal,1.0,30,26,0,Web Development,2017,540.0,build complete fiverr clone node algolia paypal web development,0.0
2719,The Ultimate Web Development Course,1.0,50,329,0,Web Development,2013,720.0,ultimate web development course web development,0.25819888974716115
2720,React From The Ground Up,1.0,150,401,0,Web Development,2016,750.0,react ground web development,0.0
2721,Javascript for Beginners Learn by Doing Practical Exercises,1.0,100,685,0,Web Development,2015,210.0,javascript beginners learn practical exercises web development,0.0
2722,8 Beautiful Ruby on Rails Apps in 30 Days & TDD - Immersive ,1.0,100,466,0,Web Development,2016,960.0,8 beautiful ruby rails apps 30 days tdd immersive web development,0.0
2723,Wordpress Website Mastery 2017,0.0,0,64,1,Web Development,2017,150.0,wordpress website mastery 2017 web development,0.0
2724,How To Make an eCommerce Website With Wordpress 2017,0.0,0,43,1,Web Development,2017,270.0,make ecommerce website wordpress 2017 web development,0.0
2725,Mastering ASP.NET MVC 5 From Scratch Using C#,1.0,50,65,0,Web Development,2016,780.0,mastering asp net mvc 5 scratch using c web development,0.0
2726,Start Web Development with GIS Map in JavaScript,1.0,60,26,0,Web Development,2016,180.0,start web development gis map javascript web development,0.0
2727,Learn to Build Websites using Twitter Bootstrap,0.0,0,523,0,Web Development,2014,150.0,learn build websites using twitter bootstrap web development,0.0
2728,Web Development Tools the Pros Use: Code Productivity Hacks,1.0,30,11,1,Web Development,2015,240.0,web development tools pros use code productivity hacks web development,0.0
2729,WordPress : An Overview,1.0,45,16,1,Web Development,2015,36.0,wordpress overview web development,0.0
2730,Create Startup Landing Page with Viral Marketing Strategies,0.0,0,120,1,Web Development,2015,1.0,create startup landing page viral marketing strategies web development,0.0
2731,JavaScript : JavaScript Awesomeness,1.0,25,20,1,Web Development,2016,1.0,javascript awesomeness web development,0.0
2732,Mastering CSS 3.0 Selectors,0.0,0,63,2,Web Development,2017,120.0,mastering css 3 0 selectors web development,0.0
2733,WordPress Backup And Restore Fundamentals,0.0,0,131,2,Web Development,2014,1.0,wordpress backup restore fundamentals web development,0.0
2734,Learn HTML and CSS to make a Website,1.0,20,12,1,Web Development,2016,360.0,learn html css make website web development,0.0
2735,1 Hour HTML,1.0,200,514,1,Web Development,2013,1.0,1 hour html web development,0.0
2736,Angular 2 Crash Course with TypeScript,1.0,100,589,0,Web Development,2016,240.0,angular 2 crash course typescript web development,0.1666666666666667
2737,Boost your website speed without any coding!,1.0,50,28,0,Web Development,2017,1.0,boost website speed without coding web development,0.0
2738,Professional Rails Code Along,1.0,40,237,2,Web Development,2016,1140.0,professional rails code along web development,0.0
2739,ASP.NET Web API 2 Hands-On,1.0,20,276,0,Web Development,2016,90.0,asp net web api 2 hands web development,0.0
2740,Create a MEAN App by Example - Full Stack Course,1.0,50,26,2,Web Development,2017,210.0,create mean app example full stack course web development,0.13608276348795434
2741,The Original Complete Web Developer Course.,1.0,20,742,1,Web Development,2012,1080.0,original complete web developer course web development,0.13608276348795434
2742,Angular 2 From The Ground Up,1.0,30,471,0,Web Development,2016,690.0,angular 2 ground web development,0.0
2743,Complete Web Development Course + Building 5 Websites!,1.0,200,174,0,Web Development,2016,1470.0,complete web development course building 5 websites web development,0.11785113019775795
2744,WP Plugin Development - Build your own plugin!,1.0,200,22,1,Web Development,2017,240.0,wp plugin development build web development,0.0
2745,Sass: From Beginner to Advanced,1.0,40,231,0,Web Development,2016,120.0,sass beginner advanced web development,0.0
2746,Build Flat Responsive Website from Scratch - Complete Course,1.0,35,144,0,Web Development,2013,450.0,build flat responsive website scratch complete course web development,0.13608276348795434
2747,Wordpress for Beginners - Build a Live Website from Scratch,1.0,20,92,1,Web Development,2015,90.0,wordpress beginners build live website scratch web development,0.0
2748,"Essential JavaScript, jQuery and AngularJS Training",1.0,30,136,2,Web Development,2015,420.0,essential javascript jquery angularjs training web development,0.0
2749,The Pro Ruby on Rails Starter,1.0,45,90,1,Web Development,2015,150.0,pro ruby rails starter web development,0.0
2750,Unit Testing AngularJS: Build Bugfree Apps That Always Work!,1.0,25,213,0,Web Development,2016,150.0,unit testing angularjs build bugfree apps always work web development,0.0
2751,WordPress Blog : Create a WordPress Website for Beginners,1.0,20,8,1,Web Development,2017,120.0,wordpress blog create website beginners web development,0.0
2752,Introduction to HTML5 Canvas basics of drawing,1.0,200,16,1,Web Development,2016,1.0,introduction html5 canvas basics drawing web development,0.0
2753,"Thoughtful Web Development Course: HTML, Vue.js, PHP, MySQL",1.0,200,144,0,Web Development,2016,1500.0,thoughtful web development course html vue js php mysql web development,0.10540925533894598
2754,Kids Coding - Beginners CSS,1.0,100,30,0,Web Development,2013,1.0,kids coding beginners css web development,0.0
2755,PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,1.0,50,92,0,Web Development,2012,930.0,php mysql learn easy way master quickly web development,0.0
2756,Learning Path: Magento: Master and Test Magento 2 with Ease,1.0,200,9,3,Web Development,2017,360.0,learning path magento master test 2 ease web development,0.0
2757,The Complete hapiJS Course - Go From Beginner To Advanced!,1.0,195,64,0,Web Development,2016,360.0,complete hapijs course go beginner advanced web development,0.14433756729740646
2758,Ruby On Rails For Web Development,1.0,195,185,1,Web Development,2014,300.0,ruby rails web development web development,0.0
2759,Create eye-catching WordPress website from scratch,1.0,30,15,1,Web Development,2016,270.0,create eye catching wordpress website scratch web development,0.0
2760,Become A Web Developer And Seller - Build Websites With HTML,1.0,200,61,1,Web Development,2013,150.0,become web developer seller build websites html web development,0.0
2761,WordPress Tips and Tricks,1.0,200,10,2,Web Development,2017,150.0,wordpress tips tricks web development,0.0
2762,HTML Tutorials : HTML Code for Website Creating,1.0,20,15,0,Web Development,2017,180.0,html tutorials code website creating web development,0.0
2763,Complete HTML5 and CSS3 Course +1 Start to Finish Project,1.0,200,81,0,Web Development,2015,510.0,complete html5 css3 course 1 start finish project web development,0.13608276348795434
2764,Web Development With HTML CSS BOOTSTRAP JQUERY for Beginners,1.0,35,4,1,Web Development,2017,300.0,web development html css bootstrap jquery beginners web development,0.0
2765,HTML5 Specialist: Comprehensive HTML5 Training,1.0,100,188,0,Web Development,2016,300.0,html5 specialist comprehensive training web development,0.0
2766,CSS and CSS3 For Absolute Beginners,1.0,75,212,1,Web Development,2013,300.0,css css3 absolute beginners web development,0.0
2767,Build a Complete JQuery Plugin (Image Pop-up Dialog),1.0,20,10,0,Web Development,2017,1.0,build complete jquery plugin image pop dialog web development,0.0
2768,How to create HTML Forms,1.0,30,60,1,Web Development,2016,40.0,create html forms web development,0.0
2769,ReactJS and Flux: Learn By Building 10 Projects,1.0,60,258,0,Web Development,2016,660.0,reactjs flux learn building 10 projects web development,0.0
2770,How To Make A Business Website In 1 Day With Wix FAST & EASY,1.0,20,24,1,Web Development,2016,240.0,make business website 1 day wix fast easy web development,0.13608276348795434
2771,PHP Date and Time Course by Edwin Diaz,1.0,40,53,0,Web Development,2016,90.0,php date time course edwin diaz web development,0.14433756729740646
2772,Start Your Own Forum Website in 15 Minutes ,1.0,40,38,0,Web Development,2015,1.0,start forum website 15 minutes web development,0.0
2773,Hit the ground running with AngularJS with Dion Yang,1.0,100,49,0,Web Development,2015,90.0,hit ground running angularjs dion yang web development,0.0
2774,Learn CSS Transition and Animation ,1.0,100,28,0,Web Development,2015,1.0,learn css transition animation web development,0.0
